index,text,label,spacy_label
10576,status post respiratory arrest,respiratory,
1253,all instruments were then removed from the patient s abdomen and the abdomen was deflated,abdomen,patient abdomen abdomen
7713,an ultrasound examination of the abdomen was performed,abdomen ultrasound,abdomen
6341,eventually the foley catheter was discontinued and he had excellent urine output without any complications,catheter,urine
4428,tonsils were removed by electrocautery dissection and the tonsillar beds were injected with marcaine ,electrocautery,electrocautery dissection tonsillar marcaine
11677,chronic obstructive pulmonary disease copd exacerbation and acute bronchitis,pulmonary,pulmonary acute bronchitis
1757,risk included but not limited to risk of bleeding infection dehiscence scarring need for future revision surgery,surgery infection bleeding,
7480,the patient is brought to the operative suite by anesthesia,anesthesia,patient
3420,posterior longitudinal ligament was opened with a nerve hook and kerrison rongeur,ligament nerve,nerve kerrison
731,the panendoscope was withdrawn back from the stomach deflected upon itself,stomach,stomach
10657,the cystic artery was dissected out in like fashion clipped x3 and then divided,artery,cystic artery
11458,anesthesia geta ebl 20 ml,anesthesia,
2047,the gallbladder was placed in a specimen pouch after placing the camera in the epigastric port,gallbladder,gallbladder
11573,the foot was then lowered to the operating field,foot,
2763,chest pain and non q wave mi with elevation of troponin i only,chest,troponin
9461,the clamp was placed at the origin of the internal carotid artery,artery,carotid artery
11714,the brachialis and biceps tendons are normal with a normal triceps tendon,tendon,brachialis biceps tendons
169,8 kg and respiratory rate 18 per minute,respiratory,
3542,general via et tube,tube,tube
10192,c4 c5 c5 c6 stenosis,stenosis,c4 c5 c5 c6
1072,under fluoroscopy the needle placement was confirmed,needle fluoroscopy,
8502,esophagogastroduodenoscopy with biopsy,biopsy,biopsy
4739,the knee was then reduced and the knee was taken through range of motion,knee,
8083,the indication was to rule out toxoplasmosis or any other cns infection,infection,cns
7733,once the eye was dilated the patient was wheeled to the operating suite,eye,eye patient
5486,they were allowing us to treat her aggressively medically for pneumonia and congestive heart failure,heart,heart
2226,the skin and subcutaneous tissues were dissected sharply with the electrocautery,electrocautery,skin subcutaneous tissues
1194,after sedation and general endotracheal anesthesia the patient was prepped and draped,endotracheal anesthesia,endotracheal patient
5373,next a 18 gauge thin walled needle was used following the same track to the angle of clavicle,needle,walled needle
784,risk of mi dvt pe and bleeding etc,bleeding,dvt
5391,anesthetic was administered after which she was examined under anesthesia,anesthesia,
3218,red rubber catheter was placed through the nose and pulled up through the mouth with elevation of the palate,catheter,nose
9897,the incision was carried proximally and distally,incision,
5488,the patient was awakened from anesthesia and taken to the recovery room in stable condition,anesthesia,patient
6865,this was retracted caudally to expose the stomach,stomach,stomach
10946,there is no evidence for peripheral neuropathy entrapment neuropathy plexopathy or lumbosacral radiculopathy,radiculopathy,peripheral lumbosacral
6814,the hemostat was then passed through the incision,incision,
563,the camera was removed and the abdomen was allowed to desufflate,abdomen,abdomen
9688,no respiratory or cardiovascular complaints,respiratory,cardiovascular
11233,the extruding santa barbara t tube was identified and atraumatically removed,tube,tube
9675,surgery was recommended grossly due to the instability of the fragment,surgery,
6401,the rectus fascia was closed in running fashion using 1 pds,fascia,
9837,the neurology service was then asked to evaluate the patient,neurology,patient
6322,hemostasis noted,hemostasis,
9566,i also injected some local anesthetic subcutaneously into an area of contusion in the left lumbar area,lumbar,
5384,chest x ray reveals no obvious consolidation or infiltrates,chest,
3807,it reveals interval placement of an et tube and an ng tube,tube,tube tube
1577,the position of the scope within the cecum was verified by identification of the appendiceal orifice,cecum,cecum appendiceal orifice
10336,pregnant female with nausea vomiting and diarrhea,nausea,female
3567,a 3 mm diamond blade was then used to carefully construct a clear corneal incision in the temporal location,incision,corneal
3997,she denies any chest pain shortness of breath pnd ankle swelling or dizziness,chest swelling,chest pnd
10069,clinical stage iii squamous cell carcinoma of the vulva,carcinoma,squamous cell carcinoma vulva
7858,concentric hypertrophy of the left ventricle with left ventricular function,ventricular,ventricle left ventricular
7220,cervicalgia cervical radiculopathy and difficulty swallowing status post cervical fusion c3 through c7 with lifting of the plate,cervical radiculopathy,cervicalgia cervical cervical
7650,all this was done under fluoroscopy,fluoroscopy,
6505,the patient has a dental fracture at tooth 1,fracture,patient tooth
4120,ct kub,ct,
1952,duplex ultrasound showed at least a 50 stenosis,stenosis ultrasound,
8028,a steel guidewire was inserted through the needle into the vascular lumen without resistance,needle,vascular lumen without
2018,distal interphalangeal joint arthroplasty bilateral third and fourth toes,distal,
5314,the patient continues to have residual stenosis in the mid to distal in the om branch,stenosis distal,patient
2591,muscle splitting incision was made in the internal oblique and transversus abdominis,incision,muscle
1088,cervical epidural steroid injection c7 t,cervical injection,cervical epidural steroid c7 t
9759,no other bleeding was noted and the patient was recovered from general anesthetic,bleeding,patient
8519,esophagogastroduodenoscopy and colonoscopy with biopsy and polypectomy,colonoscopy biopsy,biopsy
1541,stat portable chest x ray is pending,chest,
3663,once this tunnel has been created a 15 blade scalpel was then used to make transverse incision,incision,
9581,after general anesthesia being induced and the patient intubated he is given intravenous ancef,anesthesia,patient intravenous
1416,recurrent intractable low back and left lower extremity pain with history of l4 l5 discectomy,discectomy,
1050,5 cm lymph node mass,mass,lymph node
6489,there was no evidence of tumor polyp mass ulceration or other focus of inflammation,tumor mass,tumor polyp
3825,the origin of the first marginal artery has a severe stenosis measuring approximately 90 in severity,artery stenosis,
2538,there is no evidence of any acute pulmonary arterial embolism,pulmonary,pulmonary arterial
6209,anastomosis was performed using 5 0 prolene suture in a running fashion from proximal to distal,distal,
4307,there is a relatively small left atrial branch,atrial,
6550,subsequently biopsy confirmed tumor persistence in the right glottic region,biopsy tumor,biopsy tumor
11939,punctate calcifications in the gallbladder lumen likely represent a gallstone,gallbladder,punctate calcifications gallbladder lumen
1437,the plan was to obtain a chest x ray and start activase installation,chest,
754,there are no palpable inguinal hernias,inguinal,
3675,subacromial decompression,decompression,subacromial
3061,she was then placed in a shoulder immobilizer,shoulder,
7509,other causes could be due to a hyperactive thyroid disorder or anemia,anemia,thyroid
940,foley catheter was inserted,catheter,
10025,poor eye contact,eye,eye
9586,there was no contiguous connection between the renal mass and a right adrenal gland,renal mass,renal
6412,severe degenerative changes within the femoral head as well as the acetabulum anterior as well as posterior osteophytes,anterior femoral,femoral head acetabulum anterior posterior osteophytes
7873,there was normal flow compression and augmentation within the right common femoral superficial femoral and popliteal veins,femoral,popliteal veins
7853,risks and benefits of surgery were discussed with the mother,surgery,
11355,the ear infection itself is not contagious but the respiratory infection preceding it is transmittable,infection respiratory,ear
11898,the patient underwent respiratory failure requiring intubation mechanical ventilatory support,respiratory,patient respiratory
4951,a condom catheter was put in place,catheter,
9383,post viral encephalitis rapidly progressive demyelinating disease and tumor were in the differential diagnosis,tumor,tumor
5436,ct scan of the abdomen and pelvis without and with intravenous contrast,abdomen ct contrast pelvis,abdomen pelvis intravenous
1977,the tourniquet as stated has been deflated prior to closure and hemostasis was controlled,tourniquet hemostasis,
10831,excisional biopsy of right cervical lymph node,cervical biopsy,biopsy
9185,subcutaneous adipose was irrigated and scarpa s fascia was closed with a running stitch,fascia,subcutaneous adipose scarpa s fascia
9650,there was no identifiable plane and this is a gentle enlargement of the nerve root,nerve,nerve root
4171,a 15 blade was used to make the incision,incision,
4673,a zimmer nexgen legacy knee size d right stemmed femoral component was used,femoral knee,femoral
9768,dissection was carried down with care taken to avoid and protect the superficial radial nerve branches,nerve,superficial radial nerve
9001,nexgen left total knee replacement,knee,
703,this most likely will affect the s1 nerve root on the left,nerve,nerve root
11715,ct is advised to determine if there are corresponding mesenteric lesions,ct,mesenteric lesions
9244,after anesthesia was administered time out was taken to ensure correct patient procedure and site,anesthesia,patient
2032,one final inspection revealed no bleeding from the staple line,bleeding,staple line
5646,left thoracoscopy and left thoracotomy with declaudication and drainage of lung abscesses and multiple biopsies of pleura and lung,biopsies,lung biopsies pleura lung
7415,following the incision of the dorsal venous complex the anterior urethra was then incised thus exposing the foley catheter,incision anterior catheter,dorsal venous
4403,a is a 17 year old male with oligoarticular arthritis of his right knee,knee,
658,the shoulder was carried through a range of motion,shoulder,
8911,anesthesia was then reversed and the patient taken to recovery room in satisfactory condition,anesthesia,patient
7333,adequate hemostasis with bovie cautery was achieved,hemostasis,
4024,decreased left ventricular compliance,ventricular,
9328,a single frontal view of the chest was evaluated,chest,
2197,abdomen was insufflated with a 5 mm scope,abdomen,abdomen
4829,the patient was on copd exacerbation and chf due to rapid atrial fibrillation,atrial,patient atrial
1357,radical anterior hemivulvectomy posterior skinning vulvectomy,anterior,
1414,2 cm mic key into the stomach,stomach,stomach
8324,bleeding was controlled with direct pressure,bleeding,
5561,of note the patient has been having quite a bit of nausea during his admission,nausea,patient
10437,approximately nonionic contrast agent was injected under direct real time fluoroscopic observation,contrast,
5203,the platysma was incised using electrocautery,electrocautery,platysma
10570,divide and conquer ultrasound was used for phacoemulsification,ultrasound,
5312,the prostate was then defatted up to the level of the endopelvic fascia,fascia prostate,prostate endopelvic fascia
6396,the baby s head was confirmed to be in the right occiput anterior presentation,anterior,
10008,screw fixation left foot,foot,
8846,the patient is residing in the endoscopy suite,endoscopy,patient
1506,the bladder appeared completely normal,bladder,bladder
4440,once the adequate sedation was achieved a supraumbilical transverse incision was created with a 10 blade scalpel,incision,supraumbilical transverse incision
5556,her femoral pulses were 2 and her extremities were warm and well perfused with good capillary refill,femoral,femoral extremities capillary
8159,cervical stenosis and retrolisthesis,cervical stenosis,cervical
7301,a nonsterile tourniquet was placed on the left upper thigh but not inflated,tourniquet,
3431,the uterine incision was extended laterally bluntly,incision,uterine
3310,the external oblique was divided from the external ring up towards the anterior superior iliac spine,anterior spine,iliac spine
11218,primary low transverse cesarean section by pfannenstiel skin incision with bilateral tubal sterilization,incision,skin
1091,the frontal incision was reopened and extended along the valve,incision,frontal
4044,heart rate is 80 and blood pressure is 130 7,heart,heart blood
4135,steri strips covered the incision and dressing was then applied over the incision,incision,
9755,on the next day she was then taken to the operating room where she underwent her laparoscopic cholecystectomy,laparoscopic cholecystectomy,
728,the fascia was reapproximated with 0 vicryl suture in a running fashion,fascia,fascia
4565,upper respiratory tract infection persistent,infection respiratory,
1471,extrarenal pelvis on the right,pelvis,
7545,4 0 chromic was then used to close the scarpa fascia,fascia,scarpa fascia
7581,the tumor grossly appears to abut but not invade through the visceral pleura and the overlying pleura is puckered,tumor,tumor visceral pleura pleura
692,the abdomen was opened and an omni retractor was positioned,abdomen,abdomen
9814,the neck movement is adequate,neck,
2085,marcaine 10 ml was used prior to making an incision,incision,marcaine
6331,what is involved with cataract surgery this surgery is generally performed under local anesthesia on an outpatient basis,surgery anesthesia cataract,
5302,tumor overall involved less than 5 of the tissue,tumor,tumor tissue
7304,history of intrauterine device perforation and exploratory surgery,surgery,intrauterine
1133,the fascia was then closed using a 1 looped pds,fascia,fascia
7039,a midline skin incision was made excising scar from previous surgery,surgery incision,skin scar
9292,she is not having any lightheadedness weakness chest pain shortness of breath difficulty breathing orthopnea or dyspnea on exertion,chest weakness,lightheadedness
3159,as such i feel that we could safely re treat the lower neck,neck,lower neck
11921,the old surgical incision was reopened along its proximal extent,incision,
3035,cineangiograms were obtained with injection in the descending aorta,injection,
5800,the patient was wheeled to the operating suite where the anesthesia team established peripheral monitoring lines,anesthesia,patient peripheral
9114,the left circumflex artery is around ,artery,
9571,the protective scleral shell was removed from the eye,eye,scleral shell eye
10193,additionally there was a small area of peripheral chorioretinal scarring in the inferotemporal area of the right eye,eye,peripheral chorioretinal scarring inferotemporal eye
2560,the common deep and superficial femoral arteries were exposed and then these incisions were covered with antibiotic soaked sponges,femoral,superficial femoral arteries
9078,agent used for local anesthesia was lidocaine 2 without epi,anesthesia,lidocaine epi
2833,next an antegrade cardioplegia needle and associated sump were placed in the ascending aorta,needle,
10287,a skin incision was placed at the umbilicus where the left rectus fascia was incised anteriorly,incision fascia,skin umbilicus
7869,all hemostasis was further reconfirmed,hemostasis,
4865,the incision was done with a 15c blade,incision,
12011,insertion of a double lumen port through the left femoral vein radiological guidance,femoral,lumen
1004,xyz had performed right intraarticular hip injection on 04 07 200,injection,
7746,she had been asked to follow up and scheduled for surgery previously,surgery,
11133,the department of anesthesia administered a general endotracheal anesthetic which the patient tolerated well,endotracheal anesthesia,endotracheal patient
2679,the testes were freed with dissection by removing cremasteric and spermatic fascia,fascia,testes cremasteric spermatic fascia
11026,the intraocular pressures by applanation were 7 on the right and 18 in the left eye,eye,intraocular eye
9105,sponge instrument and needle counts were reported as correct,needle,
2801,there was no endometriosis in the right pelvic sidewall or along the bladder flap,bladder,bladder
6724,the patient did have __________ which turned in slide bellows response indicating the proper positioning of the needle,needle,patient _________
831,his neck is supple and symmetric,neck,
9341,following the induction of satisfactory general endotracheal anesthesia the patient was prepared for surgery,surgery endotracheal anesthesia,endotracheal patient
2976,this is a 58 year old male who presented with atypical chest discomfort,chest,chest
2924,the patient was then awakened from her anesthetic and taken to the post anesthesia care unit in stable condition,anesthesia,patient
6924,the gallbladder is surgically absent,gallbladder,gallbladder
1629,heart revealed a regular rhythm normal s1 and s,heart,heart
2567,the catheter was connected to the system and flushed without difficulty,catheter,flushed
2153,medial femoral chondromalacia,femoral,medial femoral
2800,cervical stenosis with cord compression c5 c6 72,cervical stenosis,cervical cord c5 c6
3133,since mid night for surgery on his painful right tailor s bunion,surgery,
8092,next incision line was marked circumferentially on the outer skin 3 mm below the corona,incision,skin corona
10588,the catheter was sutured into place with 3 0 silk suture and opsite dressing was placed over this,catheter,
978,the uterus was sounded to 8 cm,uterus,uterus
9616,with colonoscopy completed the patient was then turned for egd,colonoscopy,patient
9201,there is no stone identified along the course of the left ureter or in the bladder,bladder,stone bladder
5805,dissection was carried down to the level of the sternum using bovie electrocautery,electrocautery,sternum
2995,no complication of the surgery,surgery,
2734,microscopic assisted lumbar laminectomy with discectomy at l5 s1 on the left on 08 28 0,discectomy lumbar,lumbar laminectomy
3499,examination of the face revealed some decreased swelling today,swelling,
767,general endotracheal tube intubation was delivered by the department of anesthesia,endotracheal anesthesia tube,endotracheal tube
2824,bovie electrocautery was used to dissect the interface between the aorta and pulmonary artery,artery pulmonary electrocautery,aorta pulmonary artery
4104,5 to 3 cm left lateral wall bladder tumor away from the ureteral orifice,bladder tumor,ureteral orifice
4520,attention was first directed after making an anterior portal to fixation of the anterior glenoid labrum,anterior,anterior portal
9154,each of the quarters was removed from the eye using the memory 2 settings and phacoemulsification,eye,eye
864,the left recurrent laryngeal nerve was identified and preserved,nerve,laryngeal nerve
8086,left lower lobe had slight plugging in the left base but much better that previous bronchoscopy findings,bronchoscopy,
796,there is soft tissue swelling seen overlying the calcaneus within this region,swelling,soft tissue calcaneus
9952,transurethral electrosurgical resection of the prostate,prostate,prostate
4631,following extirpation of the tumor mass she underwent radioactive iodine implantation and 6020cgy radiation therapy in 35 fractions,tumor mass,tumor iodine
2105,there is also associated chronic nasal congestion,nasal,nasal
4105,the first metatarsal was then re modelled and smoothed in a more rounded position with a reciprocating rasp,metatarsal,
8031,the pericardium was opened with bovie electrocautery and pericardial stay sutures were positioned,electrocautery,pericardium pericardial
1859,he is receiving lupron injection by dr,injection,lupron dr
10175,he has no respiratory or cardiovascular complaints,respiratory,cardiovascular
6683,the chest tube was irrigated with sterile water and there was no air leak observed from the bronchial stump,chest tube,chest tube water bronchial stump
3560,again care was taken to avoid any injury to the coronary ostia,coronary,coronary ostia
4186,laparoscopic cholecystectomy and appendectomy were recommended to her,laparoscopic cholecystectomy,
5306,left base right apex and right mid region and right base negative for carcinoma,carcinoma,carcinoma
11130,the bladder neck was reevaluated and the ureteral orifices were found to be placed well back from the edge,bladder neck,bladder ureteral orifices
4323,type ii diabetes,diabetes,
1229,at this time bronchoscope was maintained in this region and endobronchial biopsies were performed,biopsies,endobronchial biopsies
5658,there is a right inguinal hernia containing a loop of small bowel,hernia inguinal,bowel
9173,left ventricular catheterization was performed with 6 french angle pigtail catheter,catheter ventricular catheterization,
2848,excision of penile skin bridges about 2 cm in size,excision,skin
3349,findings were a laceration on the dome of the bladder,bladder,bladder
8517,no hiatal hernia is identified,hernia,hiatal
10573,his brachial artery was dissected free and looped with vessel loops,artery,brachial artery vessel
7748,we obtained access to the tumor,tumor,tumor
1254,the incision was closed in two layers,incision,
10380,preserved left ventricular systolic function,ventricular,
1440,there is no evidence for pulmonary arterial embolism,pulmonary,pulmonary arterial
2441,this was taken down using bovie cautery to free up visualization of the gallbladder,gallbladder,gallbladder
8667,the upper right quadrant of the abdomen compatible with a previous gallbladder surgery,surgery abdomen gallbladder,abdomen gallbladder
4866,history of mastectomy chest tube placement and atrial fibrillation chronic,chest atrial tube,tube atrial
3958,abdomen scaphoid,abdomen,abdomen scaphoid
10251,left tibial tubercle avulsion fracture,fracture,
5719,fatigue and weakness,weakness,
5878,left thoracotomy with resection of posterior mediastinal mass,mass,posterior mediastinal
2834,hr 74 rr ambu bag ventilation via et tube 3,tube,tube
4857,the entire bladder was visualized which appeared to have a large tumor lateral to the right ureteral opening,bladder tumor,bladder tumor lateral
6262,mri right shoulder ,mri shoulder,
9872,the nephrostomy tube left has no abnormalities no sign of infection,infection tube,
6783,he denied any associated tonic clonic movement incontinence tongue biting ha visual change sob palpitation weakness or numbness,weakness,tongue numbness
9223,there is a dense 3 to 4 nuclear sclerotic cataract in each eye,eye cataract,nuclear eye
5029,his mother also has diabetes,diabetes,
11552,she was advised repeat colonoscopy after 10 years,colonoscopy,
7486,this 54 year old male was evaluated in the office with a large right flank mass,mass,
2954,the ________ biopsy forceps were then passed through the scope and two biopsies were taken of the papillary mass,biopsy mass biopsies,________ biopsies papillary
3505,the portion of tube that was tied off was removed using a harmonic scalpel,tube,tube
8510,his bladder was fairly normal with minimal trabeculations but no cystitis noted,bladder,bladder trabeculations
4826,the bleeding has been stopped and the patient does not have any pain,bleeding,patient
8879,an incision was then made across the scaphotrapezial joint distally onto the trapezium and out onto the carpometacarpal joint,incision,scaphotrapezial joint trapezium
2779,the catheter was removed and exchanged for a 6 french jl4 guide,catheter,
8188,history of palpable abnormality at 10 o clock in the right breast,breast,
2312,occasionally bipolar cautery was used for bleeding of epidural veins but this cautery was kept to a minimum,bleeding,epidural veins
2843,the sensory loss gradually progressed rostrally to the mid chest,chest,sensory
5991,the resting heart rate was 49 with the resting blood pressure of 149 8,heart,heart blood
10853,lumbar screws were placed at the junction of the transverse process and the facets under fluoroscopic guidance,lumbar,lumbar screws
11434,general endotracheal anesthesia was uneventfully induced and an appropriate time out was performed,endotracheal anesthesia,endotracheal
768,sigmoid colon had extensive diverticular disease small mouth without inflammation or bleeding,bleeding,sigmoid colon diverticular
7209,after this the patient was then placed under general endotracheal intubation anesthesia,endotracheal anesthesia,patient endotracheal
10918,normal colonic mucosa to the cecum,cecum,colonic mucosa cecum
8681,the right inguinal region was shaved and prepped and draped in a routine sterile fashion,inguinal,
637,general anesthesia was induced,anesthesia,
5987,the pulmonary artery is seen and is within normal limits,artery pulmonary,pulmonary artery
9590,we will schedule for surgery,surgery,
5449,breast asymmetry,breast,
583,informed consent was given prior to the patient was brought to the catheterization laboratory,catheterization,patient
10422,cervical facial rhytidectomy,cervical,cervical facial
4983,gestational hypertension,hypertension,
5435,under 2 lidocaine anesthesia the right femoral artery was entered,artery anesthesia femoral,
1157,she is limited on her activity secondary to her heart condition,heart,heart
4526,hemostasis was assured and a jackson pratt drain was brought out through a separate stab wound,hemostasis,wound
9514,right common internal and external carotid artery stenosis,artery stenosis,carotid artery
2805,the bladder was normal,bladder,bladder
7281,preoperative antibiotics were given for prophylaxis against surgical infection,infection,
3736,the stab wound incisions were made in these locations and a sagittal incision was made over the mid urethra,incision,wound incisions urethra
6303,the patient seeks evaluation for a second opinion concerning cataract extraction,cataract,patient
10228,one centimeter superior scrotal incision was made and a dartos pouch was created,incision,
4472,radical retropubic nerve sparing prostatectomy without lymph node dissection,nerve,lymph node
1140,anterior acromioplasty was carried out with a saw then a micro aire and then a beaver tail rasp,anterior,
639,his right knee does pain him at times and he is using occasional doses of tylenol for that,knee,tylenol
8980,the intercostal sutures were used to close the chest wall with a 2 vicryl sutures,chest,intercostal sutures wall
8847,we had achieved good hemostasis,hemostasis,
3256,at the time of admission he denied fever diaphoresis nausea chest pain or other systemic symptoms,chest nausea,
292,risks and benefits otherwise described were bleeding infection need to do operative revise or removal of hardware,infection bleeding,
8948,abdomen soft to palpation without guarding or rebound,abdomen,abdomen
2107,there is no significant surrounding soft tissue swelling,swelling,soft tissue
4222,i then did flex the knee and removed the polyethylene,knee,
1682,all instrument sponge and needle counts were correct at the end of the case,needle,sponge
4514,bowel was carefully examined afterwards and no injuries or bleeding were seen,bleeding,bowel
4707,additional removal of the aponeurosis was performed to allow for further decompression,decompression,
2376,duplex suggests a high grade iliac stenosis just proximal to his transplant kidney,stenosis,high grade iliac kidney
10866,the patient was then prepared for endoscopy,endoscopy,patient
8149,left cubital tunnel syndrome and ulnar nerve entrapment,nerve,ulnar nerve
10955,chondroplasty of the left knee as well,knee,
2530,incision and drainage of left neck abscess,incision neck,left neck
6842,there is no discrete fracture line and this is of uncertain significance but this should be correlated with radiographs,fracture,
2020,distal pulses were strong in all extremities,distal,extremities
4763,iv fluids per anesthesia record,anesthesia,
5473,then an eye patch and eye shield were placed over the eye,eye,eye eye eye
9010,the left and right renal arteries are normal,renal,
8787,the chest tube was placed and directed in a posterior and superior direction,chest tube,chest tube
3753,specimen 3 labeled prostate consists of a prostate,prostate,prostate prostate
6017,refer to a general surgeon for consideration of cholecystectomy,cholecystectomy,
3226,general inhalational anesthesia was administered,anesthesia,
8040,incision was then made and carried down through subcutaneous fat down to the tendon sheath,incision tendon,subcutaneous fat tendon sheath
4949,she also had questions about her occasional abdominal pain,abdominal,
2434,what causes cataract formation aging the most common cause,cataract,
1531,the fracture was manually reduced and then the k wire passed through the distal segment,fracture distal,
8096,the knee was reduced and held in loading position throughout the remaining drying position of the cement,knee,
5116,the pelvis was then copiously irrigated with warm normal saline,pelvis,pelvis saline
9055,he was placed in a well padded anterior and posterior slab splint with the knee in extension,anterior knee,
7819,note the patient also had abrasion of the coracoacromial ligament under the anterolateral edge of the acromion,ligament,patient coracoacromial ligament anterolateral edge
7834,postbiopsy ct images were then obtained,ct,
5904,x rays taken include three views of the right knee,knee,
2440,right above knee amputation,knee,
6190,a small transverse incision was made just above the umbilicus under local anesthesia,incision anesthesia,umbilicus
753,no facial swelling,swelling,facial
1668,there is mild left atrial chamber enlargement with an la ao ratio of ,atrial,
8039,the scope was passed on down into the stomach,stomach,stomach
6365,attempted laparoscopic cholecystectomy,laparoscopic cholecystectomy,
1349,floseal was applied to the pelvis,pelvis,pelvis
2621,the knee was placed through range of motion with the trial components marked and then the appropriate components obtained,knee,
2900,25 marcaine plus 40 mg of depo medrol was injection,injection,marcaine depo medrol
7722,we needed to do the cystoscopy and glidewire to be able to get the foley catheter in,catheter cystoscopy,glidewire
2519,the instruments were removed from the eye,eye,eye
11581,the above combined findings suggest a subluxing ulnar nerve,nerve,ulnar nerve
7779,biopsy was obtained and revealed squamous carcinoma,biopsy carcinoma,biopsy squamous carcinoma
1914,deep brain stimulating electrode holding unit was mounted,brain,brain
7145,physical examination revealed normal heart and lungs,heart,heart lungs
7270,right femoral artery angiography,artery femoral angiography,
4389,there is no demonstrated solid cystic or lipomatous mass lesion,mass,solid cystic
5849,there is no tourniquet time,tourniquet,
9770,the breast cleared and the nipple appeared good,breast,breast nipple
1894,distant history of ankle surgery,surgery,
9494,therefore evaluation of his airway for possible bacterial infection was performed using bronchoalveolar lavage,infection,airway bronchoalveolar lavage
8380,the pelvis was irrigated with approximately 500 cc of water,pelvis,pelvis
4840,her father died of a brain tumor at the age of 8,tumor brain,brain tumor
9607,at the l3 4 level anterior spondylosis is present,anterior,
4813,i don t see any evidence of fracture noted,fracture,
6867,positive for only for left knee arthritis,knee,
6257,his chest was prepped and draped prior to induction under general anesthesia,chest anesthesia,
3219,she denies any bowel or bladder dysfunction or loss of sensation in her genital area,bladder,bowel bladder genital
1781,cataract extraction with phacoemulsification and posterior chamber intraocular lens implantation,cataract,posterior chamber intraocular lens
184,c5 c6 anterior instrumentation with a 23 mm mystique plate and the 13 mm screws,anterior,c5 c6 anterior
1646,an incision was then made right in the mid palm area between the thenar and hypothenar eminence,incision,palm thenar
11079,head is normocephalic with anterior fontanelle open soft and non bulging,anterior,head anterior fontanelle
3373,hemostasis was obtained with both electrocautery and clips,hemostasis electrocautery,
7501,the patient has diabetes and is morbidly obese,diabetes,patient
9086,once it was fired and was removed the pelvis was filled with fluid,pelvis,pelvis
5545,general endotracheal anesthesia with double lumen endotracheal tube,endotracheal anesthesia tube,endotracheal lumen endotracheal tube
9251,the patient denies any abdominal pain,abdominal,patient abdominal
10691,she wished to proceed with the aforementioned surgery due to her persistent symptoms,surgery,
6468,the remainder of the knee demonstrated no other significant cartilage lesions loose bodies plica or meniscal pathology,knee,cartilage lesions loose bodies plica
227,she was prepped and draped in the usual sterile fashion for pelviolabdominal surgery,surgery,
11164,we made a small curved incision over the temporal parietal frontal region,incision,parietal frontal
5509,ruptured distal biceps tendon right elbow,tendon distal,
769,after removing the tube the patient was found to have microperforation through which serous fluid was draining,tube,tube patient serous fluid
7037,temporal cheek neck facelift cpt 15825 ,neck,cheek neck
10752,she is to return to clinic in six months with a chest ct,ct chest,
10669,hemostasis achieved with compression and then staples were applied to the skin,hemostasis,skin
11817,the foley catheter was removed,catheter,
424,at this point the anesthetist was appropriately alerted to deflate the endotracheal tube cuff,endotracheal tube,endotracheal tube
8814,negative cervical spine,cervical spine,cervical spine
1862,negative for a facial bone fracture,fracture,bone
2952,initially a 5 cc retrobulbar injection was performed with 2 xylocaine during monitored anesthesia control,anesthesia injection,xylocaine
5758,the obturator nerve was identified and was untouched,nerve,obturator nerve
4754,biparietal craniotomy and excision of left parietooccipital metastasis from breast cancer,excision breast,breast cancer
3743,the right subclavian vein has an estimated 50 stenosis,stenosis,
2869,neck skin has no lesions,neck,skin
10033,first a self retaining retractor was introduced in the abdominal cavity and a bladder blade was introduced as well,bladder abdominal,abdominal cavity bladder
125,again the eustachian tube was visualized without any obstructing lesions or masses,tube,eustachian tube
6652,a posterior flap on the right was raised to the anterior border of the trapezius,anterior,posterior flap trapezius
3443,left inguinal hernia,hernia inguinal,
5321,on examination normal range of movement of c spine,spine,c spine
4508,next a separate stab incision was made approximately 3 fingerbreadths below the wire exit site,incision,
5442,the eye was covered with an eye shield,eye,eye eye
3489,this helped to better delineate the cystic duct as well as the cystic artery,artery,cystic duct cystic artery
5319,this was also thoroughly irrigated with irrigation antibiotic and impregnated irrigation to decrease any risk of infection,infection,
10446,om1 has 70 stenosis is a moderate size vessel,stenosis,om1 has 70 vessel
1448,the left foot was then prepped with chlorhexidine gluconate and then draped in the usual sterile technique,foot,chlorhexidine gluconate
11311,by now the heart was de aired and resumed normal electromechanical activity,heart,heart
10400,the suprapubic trocar sheath was then removed under laparoscopic visualization,laparoscopic,
4274,4 ml of the restylane for injection of the mid glabellar site,injection,restylane glabellar
5159,we will admit with antibiotics pain control and bladder irrigation possible void trial in the morning,bladder,bladder
11062,the patient was awakened from general anesthesia and taken to the recovery room in stable condition,anesthesia,patient
1661,he may weightbear as tolerated using knee mobilizer,knee,
5862,after the injection of ,injection,
1176,the sciatic nerve was then visualized and retracted utilizing a richardson retractor,nerve,sciatic nerve
7043,it is usually located right under the breast bone,breast,breast bone
6053,reaming of the acetabulum was then performed until adequate bleeding subchondral bone was identified in the key areas,bleeding,subchondral bone
11439,level 2a contents were then dissected off the floor of the neck including levels 3 and ,neck,
11584,the gallbladder was then grasped through the second and third trocars and retracted cephalad toward the right shoulder,shoulder gallbladder,gallbladder
10377,the patient was started on intravenous morphine and respiratory was requested to remove the et tube,respiratory tube,patient intravenous morphine respiratory tube
299,result of this test suggests low probability for significant coronary artery disease,artery coronary,coronary artery
